@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute hands-1 numeric
@attribute hands-2 numeric
@attribute hands-3 numeric
@attribute hands-4 numeric
@attribute hands-5 numeric
@attribute hands-6 numeric
@attribute hands-7 numeric
@attribute hands-8 numeric
@attribute hands-9 numeric
@attribute hands-10 numeric
@attribute hands-11 numeric
@attribute hands-12 numeric
@attribute hands-13 numeric
@attribute hands-14 numeric
@attribute hands-15 numeric
@attribute hands-16 numeric
@attribute hands-17 numeric
@attribute hands-18 numeric
@attribute hands-19 numeric
@attribute hands-20 numeric
@attribute hands-21 numeric
@attribute hands-22 numeric
@attribute hands-23 numeric
@attribute hands-24 numeric
@attribute hands-25 numeric
@attribute hands-26 numeric
@attribute hands-27 numeric
@attribute hands-28 numeric
@attribute hands-29 numeric
@attribute hands-30 numeric
@attribute hands-31 numeric
@attribute hands-32 numeric
@attribute hands-33 numeric
@attribute hands-34 numeric
@attribute hands-35 numeric
@attribute hands-36 numeric
@attribute hands-37 numeric
@attribute hands-38 numeric
@attribute hands-39 numeric
@attribute hands-40 numeric
@attribute hands-41 numeric
@attribute hands-42 numeric
@attribute hands-43 numeric
@attribute hands-44 numeric
@attribute hands-45 numeric
@attribute hands-46 numeric
@attribute hands-47 numeric
@attribute hands-48 numeric
@attribute hands-49 numeric
@attribute hands-50 numeric
@attribute hands-51 numeric
@attribute hands-52 numeric
@attribute hands-53 numeric
@attribute hands-54 numeric
@attribute hands-55 numeric
@attribute hands-56 numeric
@attribute hands-57 numeric
@attribute hands-58 numeric
@attribute hands-59 numeric
@attribute hands-60 numeric
@attribute hands-61 numeric
@attribute hands-62 numeric
@attribute hands-63 numeric
@attribute hands-64 numeric
@attribute hands-65 numeric
@attribute hands-66 numeric
@attribute hands-67 numeric
@attribute hands-68 numeric
@attribute hands-69 numeric
@attribute hands-70 numeric
@attribute hands-71 numeric
@attribute hands-72 numeric
@attribute hands-73 numeric
@attribute hands-74 numeric
@attribute hands-75 numeric
@attribute hands-76 numeric
@attribute hands-77 numeric
@attribute hands-78 numeric
@attribute hands-79 numeric
@attribute hands-80 numeric
@attribute hands-81 numeric
@attribute hands-82 numeric
@attribute hands-83 numeric
@attribute hands-84 numeric
@attribute hands-85 numeric
@attribute hands-86 numeric
@attribute hands-87 numeric
@attribute hands-88 numeric
@attribute hands-89 numeric
@attribute hands-90 numeric
@attribute hands-91 numeric
@attribute hands-92 numeric
@attribute hands-93 numeric
@attribute hands-94 numeric
@attribute hands-95 numeric
@attribute hands-96 numeric
@attribute hands-97 numeric
@attribute hands-98 numeric
@attribute hands-99 numeric
@attribute hands-100 numeric
@attribute hands-101 numeric
@attribute hands-102 numeric
@attribute hands-103 numeric
@attribute hands-104 numeric
@attribute hands-105 numeric
@attribute hands-106 numeric
@attribute hands-107 numeric
@attribute hands-108 numeric
@attribute hands-109 numeric
@attribute hands-110 numeric
@attribute hands-111 numeric
@attribute hands-112 numeric
@attribute hands-113 numeric
@attribute hands-114 numeric
@attribute hands-115 numeric
@attribute hands-116 numeric
@attribute hands-117 numeric
@attribute hands-118 numeric
@attribute hands-119 numeric
@attribute hands-120 numeric
@attribute hands-121 numeric
@attribute hands-122 numeric
@attribute hands-123 numeric
@attribute hands-124 numeric
@attribute hands-125 numeric
@attribute hands-126 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
493,'2021/12/08 18:20:51:142',10,0.108765,0.608055,0,0.154719,0.601229,-0.005644,0.198551,0.571137,-0.012591,0.232069,0.548954,-0.022654,0.260772,0.545748,-0.031858,0.193198,0.495501,-0.002503,0.201512,0.432872,-0.019511,0.203098,0.392883,-0.029598,0.204569,0.355443,-0.036024,0.168614,0.483354,-0.013568,0.180859,0.418942,-0.032091,0.186253,0.376989,-0.040753,0.187955,0.338565,-0.045784,0.141295,0.486312,-0.02749,0.139245,0.455069,-0.048183,0.137461,0.503869,-0.044176,0.139176,0.537631,-0.036537,0.112675,0.498769,-0.043749,0.111523,0.477722,-0.060086,0.116365,0.511888,-0.057807,0.123422,0.536725,-0.051682,0.924467,0.618076,0,0.880654,0.607474,-0.013284,0.837647,0.579094,-0.024669,0.800841,0.566503,-0.038299,0.76863,0.568968,-0.050639,0.852574,0.474931,-0.004895,0.848655,0.405766,-0.020365,0.845947,0.364606,-0.029028,0.845021,0.328379,-0.035128,0.877809,0.464853,-0.013138,0.865325,0.386917,-0.030939,0.857434,0.345029,-0.038664,0.851006,0.310686,-0.04237,0.905682,0.469318,-0.025029,0.915662,0.431369,-0.04528,0.921262,0.476594,-0.041468,0.920483,0.513005,-0.032842,0.932998,0.48466,-0.04041,0.94238,0.462781,-0.055939,0.944132,0.498007,-0.053696,0.940751,0.527558,-0.047384,0,0,0,0,0,0,0,0,0,1
494,'2021/12/08 18:20:51:189',10,0.1081,0.606949,0,0.154484,0.600553,-0.005442,0.198625,0.571212,-0.012388,0.23215,0.549154,-0.022439,0.260954,0.545701,-0.031567,0.193009,0.495724,-0.002766,0.201372,0.432991,-0.019556,0.202174,0.393023,-0.029279,0.20289,0.355543,-0.03541,0.168022,0.483449,-0.013882,0.180995,0.419221,-0.032212,0.186711,0.377431,-0.040542,0.188646,0.339383,-0.045327,0.140568,0.486231,-0.027792,0.138638,0.455086,-0.048238,0.136957,0.50378,-0.043977,0.138708,0.538049,-0.036158,0.111957,0.498289,-0.044009,0.110913,0.476914,-0.059988,0.115365,0.511348,-0.057414,0.121838,0.536982,-0.051116,0.926594,0.61827,0,0.883395,0.608675,-0.013225,0.839626,0.580067,-0.024331,0.802268,0.567058,-0.037709,0.769191,0.569918,-0.049607,0.853179,0.475954,-0.003327,0.848776,0.406228,-0.018596,0.846304,0.364761,-0.027075,0.845874,0.327678,-0.03306,0.878216,0.464814,-0.011441,0.86443,0.387649,-0.029213,0.856251,0.345475,-0.037137,0.849951,0.309995,-0.040881,0.905939,0.4684,-0.023321,0.915059,0.432872,-0.043759,0.920961,0.480517,-0.04006,0.92096,0.517773,-0.031204,0.933362,0.48245,-0.038701,0.941729,0.461397,-0.054329,0.943727,0.497031,-0.052231,0.94096,0.526352,-0.045833,0,0,0,0,0,0,0,0,0,1
495,'2021/12/08 18:20:51:236',10,0.108414,0.607408,0,0.154059,0.601675,-0.006994,0.197857,0.572888,-0.014617,0.231408,0.550688,-0.02494,0.26027,0.547461,-0.03429,0.192755,0.495133,-0.004467,0.201715,0.432865,-0.021258,0.202815,0.393314,-0.030941,0.203502,0.356211,-0.037115,0.167798,0.48298,-0.014816,0.179838,0.418914,-0.033074,0.185502,0.377138,-0.041354,0.186776,0.338768,-0.046189,0.140467,0.486308,-0.028015,0.138256,0.454096,-0.048193,0.136342,0.502953,-0.043816,0.137445,0.536579,-0.036112,0.112015,0.498926,-0.043656,0.110323,0.476756,-0.059337,0.114379,0.511265,-0.056771,0.120478,0.536141,-0.050647,0.924224,0.618861,0,0.880232,0.60717,-0.011942,0.836484,0.578877,-0.023091,0.799266,0.566193,-0.036738,0.767934,0.567049,-0.048905,0.852257,0.475353,-0.004803,0.848028,0.405139,-0.020762,0.845437,0.36421,-0.029412,0.844596,0.32758,-0.035381,0.877719,0.465941,-0.013777,0.864015,0.388118,-0.032398,0.855144,0.346583,-0.040223,0.848716,0.311327,-0.04382,0.906006,0.470745,-0.026157,0.914446,0.434859,-0.046426,0.918444,0.481733,-0.041871,0.917512,0.51732,-0.032669,0.934322,0.485719,-0.04192,0.941786,0.463089,-0.057044,0.942264,0.49807,-0.054169,0.938987,0.526293,-0.047386,0,0,0,0,0,0,0,0,0,1
496,'2021/12/08 18:20:51:285',10,0.107445,0.608713,0,0.153657,0.601351,-0.005555,0.197587,0.571817,-0.01256,0.23256,0.55029,-0.022843,0.260745,0.547902,-0.0324,0.192597,0.497511,-0.002995,0.200894,0.434045,-0.020531,0.201018,0.394297,-0.030769,0.201344,0.356371,-0.037257,0.167726,0.484686,-0.014541,0.179794,0.41899,-0.03401,0.185105,0.376595,-0.043278,0.186629,0.33744,-0.048647,0.139949,0.486996,-0.028917,0.137459,0.453757,-0.05058,0.135787,0.505723,-0.046781,0.13837,0.54124,-0.039143,0.111341,0.499353,-0.045569,0.109006,0.47631,-0.062314,0.11417,0.51282,-0.059996,0.122086,0.538945,-0.053826,0.923468,0.618871,0,0.880079,0.608296,-0.01226,0.83719,0.579438,-0.023235,0.800253,0.566353,-0.036839,0.76807,0.567549,-0.049056,0.852464,0.474747,-0.002793,0.848221,0.405612,-0.018834,0.844828,0.364295,-0.027783,0.843298,0.32739,-0.03402,0.877451,0.464781,-0.011864,0.864029,0.385476,-0.030657,0.854997,0.343122,-0.038917,0.846967,0.307272,-0.042753,0.905343,0.469632,-0.02471,0.914964,0.430769,-0.046242,0.920554,0.479962,-0.042013,0.91934,0.518311,-0.032621,0.932819,0.484753,-0.04102,0.941812,0.461285,-0.05749,0.94331,0.497721,-0.054936,0.939243,0.527557,-0.048046,0,0,0,0,0,0,0,0,0,1
497,'2021/12/08 18:20:51:343',10,0.107048,0.608546,0,0.152397,0.60255,-0.006927,0.196442,0.573113,-0.014021,0.230346,0.551358,-0.023857,0.25906,0.54845,-0.032634,0.19122,0.495493,-0.002796,0.199102,0.432409,-0.019306,0.199238,0.392148,-0.028665,0.199517,0.354745,-0.034546,0.166407,0.482776,-0.012982,0.178456,0.417894,-0.031029,0.184609,0.375538,-0.039134,0.186987,0.337076,-0.043783,0.139079,0.485672,-0.026187,0.136728,0.455607,-0.046329,0.13503,0.505107,-0.042161,0.13655,0.539337,-0.034334,0.110686,0.497738,-0.041905,0.108862,0.477494,-0.05762,0.112868,0.511833,-0.055494,0.119223,0.536412,-0.049491,0.924698,0.617566,0,0.880983,0.607266,-0.013556,0.837533,0.579752,-0.026045,0.799869,0.567571,-0.040882,0.766414,0.569837,-0.054354,0.852101,0.474825,-0.007136,0.847554,0.40374,-0.023604,0.844838,0.362583,-0.032653,0.844036,0.32566,-0.039024,0.877468,0.464554,-0.015897,0.863071,0.386178,-0.035039,0.853788,0.345371,-0.043154,0.847009,0.310766,-0.047006,0.905996,0.468456,-0.028148,0.915464,0.432521,-0.048971,0.919926,0.481989,-0.044569,0.918977,0.519536,-0.035492,0.934381,0.482558,-0.04394,0.942978,0.461331,-0.059229,0.943474,0.499006,-0.056389,0.939527,0.529206,-0.049767,0,0,0,0,0,0,0,0,0,1
498,'2021/12/08 18:20:51:406',10,0.103038,0.60691,0,0.150208,0.602868,-0.007091,0.195402,0.574795,-0.014464,0.229283,0.552693,-0.024509,0.258629,0.549658,-0.033471,0.190677,0.49717,-0.003248,0.199033,0.434045,-0.019864,0.200192,0.393746,-0.029517,0.20111,0.356149,-0.035669,0.165951,0.484133,-0.013248,0.177934,0.419118,-0.031435,0.183406,0.376507,-0.039934,0.184634,0.337667,-0.044918,0.138973,0.486458,-0.026163,0.135002,0.456244,-0.04668,0.133851,0.505978,-0.04306,0.136527,0.54042,-0.035548,0.110717,0.498075,-0.041512,0.107924,0.477371,-0.057536,0.112728,0.512267,-0.055631,0.12036,0.537736,-0.049784,0.925389,0.617257,0,0.880914,0.607128,-0.012862,0.836831,0.57909,-0.024021,0.799167,0.566576,-0.037473,0.76637,0.569921,-0.049471,0.851532,0.475713,-0.004552,0.846653,0.405432,-0.020214,0.843269,0.363559,-0.028777,0.842025,0.326079,-0.034751,0.877035,0.464587,-0.012897,0.863223,0.385891,-0.031187,0.855027,0.343076,-0.038998,0.849027,0.307065,-0.042602,0.904955,0.468064,-0.024837,0.9146,0.432261,-0.045428,0.920005,0.479746,-0.041362,0.919658,0.516595,-0.032204,0.932527,0.481688,-0.040254,0.940971,0.45974,-0.055963,0.942462,0.495133,-0.053645,0.939295,0.524083,-0.047015,0,0,0,0,0,0,0,0,0,1
499,'2021/12/08 18:20:51:455',10,0.103959,0.608111,0,0.150712,0.603211,-0.006567,0.195797,0.574251,-0.013627,0.228897,0.55168,-0.023474,0.257842,0.548594,-0.032199,0.191596,0.497562,-0.002355,0.198809,0.434599,-0.019053,0.198723,0.393367,-0.028705,0.198481,0.354971,-0.034803,0.166818,0.484202,-0.012687,0.178631,0.419214,-0.031011,0.184219,0.375764,-0.039614,0.185854,0.335445,-0.044768,0.139714,0.486399,-0.025954,0.135426,0.455259,-0.046562,0.133665,0.505323,-0.042718,0.135454,0.540096,-0.03513,0.111063,0.497451,-0.041654,0.107986,0.475707,-0.057878,0.112151,0.510918,-0.055812,0.119211,0.53722,-0.049834,0.925153,0.617806,0,0.880827,0.607631,-0.012803,0.836818,0.579134,-0.023878,0.799113,0.565964,-0.037158,0.766573,0.568351,-0.048938,0.851205,0.47609,-0.004778,0.847165,0.405121,-0.020327,0.844258,0.363494,-0.028704,0.843203,0.326112,-0.034596,0.876512,0.464979,-0.013245,0.862469,0.386482,-0.031572,0.853297,0.343431,-0.039436,0.846476,0.307062,-0.043167,0.904625,0.468471,-0.025245,0.914013,0.432541,-0.045622,0.919451,0.480577,-0.041277,0.919241,0.517723,-0.032096,0.932529,0.482002,-0.040731,0.940693,0.460263,-0.056173,0.942228,0.496468,-0.053618,0.939271,0.5258,-0.046939,0,0,0,0,0,0,0,0,0,1
500,'2021/12/08 18:20:51:519',10,0.105854,0.609683,0,0.151642,0.604724,-0.007275,0.195487,0.575181,-0.013948,0.228945,0.552827,-0.023366,0.257403,0.549715,-0.031784,0.190771,0.496268,-0.001321,0.198475,0.433869,-0.017638,0.198416,0.393301,-0.027209,0.198001,0.355506,-0.033259,0.166253,0.483207,-0.011198,0.177925,0.418075,-0.029057,0.183568,0.374198,-0.037911,0.184548,0.3342,-0.043191,0.138727,0.486197,-0.024201,0.134615,0.454369,-0.045138,0.132752,0.505068,-0.041853,0.134616,0.539871,-0.034333,0.109962,0.498778,-0.039641,0.106605,0.476899,-0.056458,0.111104,0.512422,-0.054822,0.118676,0.537661,-0.04887,0.922705,0.616611,0,0.877755,0.606096,-0.011895,0.834345,0.578558,-0.023116,0.797751,0.565801,-0.036922,0.766177,0.567574,-0.049267,0.851145,0.473686,-0.004483,0.846557,0.40357,-0.020934,0.84314,0.362651,-0.029737,0.841446,0.32606,-0.035769,0.877106,0.463478,-0.013877,0.863826,0.384386,-0.033347,0.854727,0.342443,-0.04123,0.847265,0.307072,-0.044697,0.905046,0.468172,-0.026831,0.914918,0.432166,-0.048507,0.919722,0.481038,-0.043914,0.918929,0.518864,-0.034215,0.932087,0.483249,-0.043193,0.940069,0.461189,-0.059568,0.941667,0.497056,-0.05679,0.939005,0.52647,-0.049708,0,0,0,0,0,0,0,0,0,1
501,'2021/12/08 18:20:51:566',10,0.106152,0.607727,0,0.151557,0.60272,-0.007184,0.195019,0.575113,-0.014455,0.228435,0.554645,-0.024436,0.257398,0.551972,-0.033325,0.189683,0.494054,-0.002928,0.198344,0.430873,-0.019296,0.199801,0.390787,-0.028774,0.200906,0.353802,-0.034802,0.164732,0.48164,-0.01288,0.177023,0.41754,-0.030497,0.182624,0.375352,-0.038452,0.184166,0.337006,-0.043034,0.136947,0.484978,-0.025877,0.13454,0.456625,-0.046053,0.132919,0.505256,-0.042142,0.134376,0.538698,-0.034392,0.107897,0.497462,-0.041374,0.106237,0.479079,-0.0575,0.110604,0.512846,-0.055616,0.117183,0.536659,-0.049659,0.926433,0.616032,0,0.881823,0.606869,-0.01367,0.837589,0.578779,-0.025488,0.799945,0.566397,-0.039562,0.766609,0.569595,-0.0524,0.850533,0.47492,-0.005989,0.845966,0.404802,-0.021986,0.843494,0.362907,-0.030936,0.842893,0.325585,-0.037248,0.876317,0.463704,-0.014361,0.861981,0.385743,-0.033035,0.853277,0.343193,-0.041271,0.846826,0.30804,-0.045224,0.904967,0.467278,-0.026327,0.91352,0.430557,-0.04717,0.919081,0.478364,-0.043174,0.918883,0.515947,-0.034262,0.93332,0.481461,-0.041835,0.941177,0.459185,-0.057647,0.942224,0.495794,-0.055195,0.938612,0.526234,-0.048659,0,0,0,0,0,0,0,0,0,1
502,'2021/12/08 18:20:51:640',10,0.105699,0.61148,0,0.151305,0.606288,-0.007252,0.19451,0.577774,-0.015065,0.228621,0.556068,-0.025757,0.258103,0.552328,-0.035485,0.188871,0.496565,-0.003769,0.197354,0.432824,-0.020688,0.198243,0.39278,-0.030672,0.198751,0.355164,-0.037118,0.164271,0.484309,-0.014309,0.176213,0.419237,-0.032868,0.181888,0.376933,-0.04171,0.182894,0.337915,-0.046884,0.136744,0.487396,-0.027834,0.133391,0.454743,-0.04893,0.132448,0.505565,-0.045303,0.134979,0.540414,-0.037768,0.108016,0.500435,-0.04377,0.104823,0.477759,-0.060441,0.110632,0.51292,-0.058483,0.11892,0.538197,-0.052549,0.924707,0.616775,0,0.880803,0.606682,-0.013847,0.836825,0.579076,-0.025385,0.799167,0.566443,-0.038948,0.766282,0.568879,-0.050945,0.851337,0.474456,-0.005641,0.846819,0.404032,-0.021337,0.844072,0.362943,-0.029784,0.843074,0.325759,-0.035735,0.876949,0.463205,-0.013697,0.862705,0.385134,-0.032222,0.853835,0.342425,-0.040263,0.8471,0.306037,-0.044141,0.90519,0.466614,-0.025366,0.915096,0.431246,-0.046119,0.920691,0.479512,-0.042128,0.920472,0.516793,-0.03314,0.932948,0.480135,-0.040594,0.941402,0.459268,-0.056311,0.942962,0.49666,-0.054,0.939892,0.52696,-0.0475,0,0,0,0,0,0,0,0,0,1
503,'2021/12/08 18:20:51:680',10,0.10184,0.609262,0,0.148189,0.606587,-0.008807,0.192735,0.57879,-0.017157,0.227129,0.556063,-0.02796,0.257237,0.551585,-0.037847,0.188522,0.498441,-0.006777,0.197432,0.433729,-0.024604,0.197831,0.393091,-0.034737,0.197724,0.354779,-0.041147,0.163522,0.485189,-0.01652,0.176893,0.419137,-0.036276,0.18272,0.376905,-0.045106,0.184097,0.33821,-0.05011,0.13601,0.487399,-0.029244,0.132208,0.454303,-0.051273,0.130244,0.505976,-0.047489,0.132322,0.541842,-0.039624,0.107284,0.499194,-0.044499,0.104062,0.477562,-0.061662,0.108583,0.513296,-0.059878,0.116163,0.538798,-0.053937,0.924453,0.617677,0,0.880423,0.607704,-0.014103,0.837254,0.579651,-0.025989,0.799761,0.566928,-0.039842,0.766445,0.570089,-0.052256,0.852022,0.475055,-0.006831,0.847786,0.404126,-0.02271,0.844826,0.362598,-0.031277,0.843839,0.325148,-0.037441,0.877272,0.464249,-0.01497,0.863674,0.384591,-0.033461,0.855842,0.342041,-0.041127,0.849484,0.3055,-0.044872,0.905638,0.468377,-0.026725,0.915596,0.429168,-0.047663,0.921162,0.477589,-0.043344,0.919944,0.515228,-0.03436,0.933258,0.483134,-0.042038,0.942247,0.461458,-0.058013,0.943349,0.4995,-0.055562,0.938831,0.530209,-0.049128,0,0,0,0,0,0,0,0,0,1
504,'2021/12/08 18:20:51:729',10,0.102625,0.612062,0,0.149297,0.605875,-0.006113,0.193989,0.577314,-0.013274,0.228232,0.55567,-0.0235,0.256496,0.551754,-0.032717,0.188698,0.498457,-0.002679,0.196853,0.434812,-0.020217,0.197475,0.393752,-0.030389,0.198002,0.355339,-0.036727,0.163499,0.485013,-0.013697,0.176214,0.419513,-0.032946,0.182642,0.376803,-0.041638,0.1848,0.337227,-0.04654,0.13556,0.487498,-0.027699,0.134118,0.45663,-0.048978,0.132446,0.508046,-0.04463,0.133946,0.542776,-0.036539,0.106573,0.499833,-0.044167,0.105127,0.478974,-0.060713,0.11029,0.514438,-0.058379,0.11764,0.539385,-0.05209,0.927465,0.619365,0,0.882912,0.609792,-0.013443,0.838458,0.580865,-0.024502,0.800258,0.567448,-0.03777,0.766902,0.570426,-0.049572,0.852574,0.476037,-0.003582,0.848002,0.405271,-0.018986,0.845071,0.363,-0.027443,0.844334,0.325069,-0.033466,0.877938,0.464345,-0.011811,0.863804,0.385955,-0.029944,0.855357,0.342455,-0.037891,0.849174,0.305427,-0.041662,0.906096,0.46743,-0.023819,0.916468,0.430666,-0.044968,0.922288,0.481117,-0.040915,0.921677,0.51976,-0.031683,0.933945,0.480805,-0.03937,0.943442,0.459491,-0.055767,0.94492,0.498721,-0.0534,0.940755,0.530601,-0.046621,0,0,0,0,0,0,0,0,0,1
505,'2021/12/08 18:20:51:795',10,0.104371,0.610263,0,0.150231,0.605472,-0.00619,0.194855,0.576866,-0.013582,0.227735,0.554488,-0.023905,0.257463,0.550663,-0.033114,0.189204,0.497125,-0.003558,0.196681,0.433189,-0.020422,0.196667,0.392427,-0.030025,0.196623,0.354237,-0.036088,0.164079,0.483581,-0.014409,0.177163,0.418111,-0.032694,0.182384,0.375548,-0.040849,0.184205,0.336316,-0.045652,0.136611,0.485669,-0.02812,0.133861,0.456609,-0.048325,0.131606,0.506276,-0.044129,0.132654,0.540851,-0.036393,0.107652,0.496385,-0.0443,0.105007,0.47716,-0.060153,0.109423,0.512119,-0.057986,0.116528,0.538396,-0.052018,0.927185,0.618947,0,0.882194,0.608503,-0.013385,0.837234,0.579978,-0.025166,0.798149,0.567032,-0.039114,0.764717,0.569774,-0.051657,0.852937,0.475393,-0.007006,0.848086,0.403929,-0.023653,0.844527,0.362372,-0.032834,0.843022,0.324848,-0.039315,0.878733,0.464382,-0.015678,0.865197,0.383858,-0.035274,0.856682,0.339995,-0.043786,0.850277,0.302709,-0.048016,0.907446,0.468054,-0.027806,0.917969,0.429672,-0.049137,0.923155,0.4792,-0.044574,0.921961,0.517645,-0.035355,0.935879,0.482062,-0.043488,0.945345,0.459979,-0.059498,0.946331,0.499016,-0.056698,0.941823,0.530453,-0.049933,0,0,0,0,0,0,0,0,0,1
506,'2021/12/08 18:20:51:848',10,0.104216,0.610123,0,0.150748,0.606167,-0.00766,0.195367,0.578107,-0.014711,0.229305,0.55703,-0.024549,0.258657,0.551799,-0.03341,0.188709,0.49493,-0.001625,0.197335,0.432112,-0.01816,0.19863,0.391661,-0.028205,0.199402,0.353784,-0.034615,0.163731,0.482799,-0.011638,0.176192,0.419231,-0.029545,0.181856,0.376455,-0.038415,0.183177,0.337974,-0.043626,0.13562,0.485966,-0.024885,0.135059,0.456706,-0.045679,0.132953,0.505837,-0.042089,0.133775,0.539925,-0.034502,0.106106,0.498054,-0.040678,0.10666,0.477111,-0.057538,0.110994,0.512194,-0.055641,0.117416,0.537615,-0.049572,0.926412,0.620467,0,0.880695,0.608764,-0.011612,0.836521,0.580116,-0.022757,0.79919,0.567417,-0.036585,0.767202,0.570182,-0.048894,0.85265,0.474409,-0.0033,0.848285,0.403793,-0.019401,0.845321,0.362153,-0.028267,0.844102,0.324923,-0.034497,0.878556,0.463878,-0.012988,0.865591,0.384748,-0.031906,0.857701,0.341301,-0.039904,0.851238,0.304553,-0.043663,0.907255,0.468257,-0.026262,0.916847,0.430977,-0.047238,0.921775,0.479231,-0.042573,0.9207,0.517034,-0.033153,0.935628,0.483206,-0.04301,0.944445,0.461908,-0.058746,0.945742,0.498997,-0.055722,0.942023,0.529344,-0.048701,0,0,0,0,0,0,0,0,0,1
507,'2021/12/08 18:20:51:887',10,0.104029,0.607052,0,0.150968,0.604514,-0.007714,0.196158,0.578706,-0.015218,0.230078,0.558388,-0.025254,0.260375,0.553723,-0.034113,0.189983,0.493377,-0.002591,0.198752,0.431298,-0.018586,0.199775,0.391804,-0.028054,0.200353,0.354507,-0.034163,0.165199,0.480781,-0.012416,0.17811,0.417454,-0.029689,0.182895,0.374712,-0.03794,0.183617,0.336088,-0.042939,0.137821,0.483519,-0.025322,0.133671,0.455616,-0.045157,0.131238,0.504444,-0.04163,0.133073,0.539048,-0.034273,0.108966,0.495166,-0.040765,0.105978,0.476802,-0.056431,0.109441,0.512751,-0.054559,0.116299,0.539404,-0.048812,0.928143,0.621291,0,0.882366,0.610066,-0.012349,0.837642,0.581421,-0.023656,0.799674,0.568084,-0.037514,0.767149,0.57045,-0.050017,0.852883,0.477161,-0.00406,0.84923,0.406824,-0.020391,0.846846,0.364837,-0.029511,0.846061,0.326488,-0.035963,0.87893,0.465089,-0.013295,0.864744,0.386873,-0.032691,0.855894,0.343872,-0.041416,0.848863,0.306634,-0.04565,0.90779,0.467981,-0.026092,0.916414,0.431133,-0.047802,0.921876,0.482259,-0.04345,0.92138,0.521381,-0.034035,0.936238,0.481187,-0.042359,0.944211,0.460324,-0.058723,0.945533,0.498837,-0.055938,0.941816,0.529281,-0.048951,0,0,0,0,0,0,0,0,0,1
508,'2021/12/08 18:20:51:927',10,0.10381,0.607454,0,0.150546,0.605066,-0.00835,0.196041,0.578887,-0.016129,0.230282,0.5584,-0.02641,0.26052,0.553848,-0.03556,0.190211,0.49391,-0.003586,0.198602,0.431881,-0.020112,0.19921,0.39196,-0.029877,0.199763,0.354298,-0.036187,0.164782,0.481427,-0.013316,0.177679,0.418095,-0.031461,0.182918,0.375106,-0.040148,0.184367,0.33604,-0.045354,0.136853,0.48458,-0.026143,0.133477,0.455424,-0.047154,0.131368,0.505373,-0.043716,0.133665,0.541215,-0.036189,0.107602,0.496793,-0.041492,0.105314,0.476377,-0.05832,0.109322,0.512075,-0.056584,0.116817,0.539057,-0.050716,0.927349,0.620469,0,0.881703,0.609271,-0.012452,0.837297,0.581053,-0.023534,0.799392,0.567775,-0.037013,0.767136,0.569306,-0.04905,0.852996,0.476119,-0.00432,0.849308,0.405312,-0.02042,0.846649,0.36338,-0.029307,0.845589,0.325239,-0.035568,0.879131,0.464379,-0.013275,0.865918,0.385126,-0.032447,0.856863,0.341752,-0.040963,0.84947,0.304669,-0.045062,0.907654,0.467815,-0.025775,0.917434,0.431152,-0.047276,0.92266,0.481771,-0.042988,0.921792,0.520915,-0.033605,0.935588,0.481544,-0.041748,0.944364,0.460727,-0.058082,0.945571,0.498735,-0.055474,0.941686,0.529183,-0.04856,0,0,0,0,0,0,0,0,0,1
509,'2021/12/08 18:20:51:989',10,0.105471,0.608387,0,0.15259,0.605003,-0.007579,0.197508,0.579065,-0.015055,0.232839,0.558735,-0.025449,0.261806,0.553029,-0.03495,0.191414,0.495839,-0.002863,0.200105,0.432181,-0.020089,0.200701,0.39237,-0.030269,0.201595,0.35471,-0.036764,0.166147,0.482812,-0.013472,0.178267,0.41742,-0.03272,0.18419,0.374509,-0.041854,0.186025,0.335763,-0.047052,0.137532,0.485375,-0.027235,0.135988,0.453683,-0.049062,0.133814,0.505729,-0.045199,0.135835,0.541286,-0.037298,0.108206,0.498169,-0.043508,0.106978,0.476474,-0.06055,0.111537,0.513281,-0.058403,0.118936,0.538895,-0.0522,0.930067,0.618104,0,0.885561,0.610529,-0.014663,0.840095,0.582408,-0.025263,0.801808,0.568906,-0.037446,0.767414,0.571739,-0.04791,0.853475,0.47673,-0.003331,0.848521,0.404124,-0.017365,0.845669,0.361494,-0.024758,0.84498,0.324064,-0.029948,0.878617,0.463718,-0.009687,0.865253,0.383764,-0.025866,0.857762,0.341097,-0.032949,0.852184,0.305802,-0.036192,0.906411,0.465812,-0.019877,0.918107,0.431042,-0.039244,0.92481,0.479827,-0.036053,0.924524,0.517114,-0.027439,0.933597,0.478216,-0.033651,0.943604,0.459558,-0.0487,0.945944,0.498524,-0.047165,0.942309,0.529997,-0.041022,0,0,0,0,0,0,0,0,0,1
