@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute hands-1 numeric
@attribute hands-2 numeric
@attribute hands-3 numeric
@attribute hands-4 numeric
@attribute hands-5 numeric
@attribute hands-6 numeric
@attribute hands-7 numeric
@attribute hands-8 numeric
@attribute hands-9 numeric
@attribute hands-10 numeric
@attribute hands-11 numeric
@attribute hands-12 numeric
@attribute hands-13 numeric
@attribute hands-14 numeric
@attribute hands-15 numeric
@attribute hands-16 numeric
@attribute hands-17 numeric
@attribute hands-18 numeric
@attribute hands-19 numeric
@attribute hands-20 numeric
@attribute hands-21 numeric
@attribute hands-22 numeric
@attribute hands-23 numeric
@attribute hands-24 numeric
@attribute hands-25 numeric
@attribute hands-26 numeric
@attribute hands-27 numeric
@attribute hands-28 numeric
@attribute hands-29 numeric
@attribute hands-30 numeric
@attribute hands-31 numeric
@attribute hands-32 numeric
@attribute hands-33 numeric
@attribute hands-34 numeric
@attribute hands-35 numeric
@attribute hands-36 numeric
@attribute hands-37 numeric
@attribute hands-38 numeric
@attribute hands-39 numeric
@attribute hands-40 numeric
@attribute hands-41 numeric
@attribute hands-42 numeric
@attribute hands-43 numeric
@attribute hands-44 numeric
@attribute hands-45 numeric
@attribute hands-46 numeric
@attribute hands-47 numeric
@attribute hands-48 numeric
@attribute hands-49 numeric
@attribute hands-50 numeric
@attribute hands-51 numeric
@attribute hands-52 numeric
@attribute hands-53 numeric
@attribute hands-54 numeric
@attribute hands-55 numeric
@attribute hands-56 numeric
@attribute hands-57 numeric
@attribute hands-58 numeric
@attribute hands-59 numeric
@attribute hands-60 numeric
@attribute hands-61 numeric
@attribute hands-62 numeric
@attribute hands-63 numeric
@attribute hands-64 numeric
@attribute hands-65 numeric
@attribute hands-66 numeric
@attribute hands-67 numeric
@attribute hands-68 numeric
@attribute hands-69 numeric
@attribute hands-70 numeric
@attribute hands-71 numeric
@attribute hands-72 numeric
@attribute hands-73 numeric
@attribute hands-74 numeric
@attribute hands-75 numeric
@attribute hands-76 numeric
@attribute hands-77 numeric
@attribute hands-78 numeric
@attribute hands-79 numeric
@attribute hands-80 numeric
@attribute hands-81 numeric
@attribute hands-82 numeric
@attribute hands-83 numeric
@attribute hands-84 numeric
@attribute hands-85 numeric
@attribute hands-86 numeric
@attribute hands-87 numeric
@attribute hands-88 numeric
@attribute hands-89 numeric
@attribute hands-90 numeric
@attribute hands-91 numeric
@attribute hands-92 numeric
@attribute hands-93 numeric
@attribute hands-94 numeric
@attribute hands-95 numeric
@attribute hands-96 numeric
@attribute hands-97 numeric
@attribute hands-98 numeric
@attribute hands-99 numeric
@attribute hands-100 numeric
@attribute hands-101 numeric
@attribute hands-102 numeric
@attribute hands-103 numeric
@attribute hands-104 numeric
@attribute hands-105 numeric
@attribute hands-106 numeric
@attribute hands-107 numeric
@attribute hands-108 numeric
@attribute hands-109 numeric
@attribute hands-110 numeric
@attribute hands-111 numeric
@attribute hands-112 numeric
@attribute hands-113 numeric
@attribute hands-114 numeric
@attribute hands-115 numeric
@attribute hands-116 numeric
@attribute hands-117 numeric
@attribute hands-118 numeric
@attribute hands-119 numeric
@attribute hands-120 numeric
@attribute hands-121 numeric
@attribute hands-122 numeric
@attribute hands-123 numeric
@attribute hands-124 numeric
@attribute hands-125 numeric
@attribute hands-126 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
243,'2021/12/08 18:18:37:755',5,0.21236,0.8306,0,0.261043,0.811958,0.012902,0.308734,0.821419,0.012566,0.345775,0.837114,0.008453,0.376505,0.842852,0.003907,0.329563,0.839625,-0.003429,0.386342,0.861137,-0.013073,0.42322,0.873144,-0.017503,0.452526,0.881485,-0.020218,0.321048,0.863544,-0.018816,0.385235,0.883596,-0.029051,0.425486,0.895727,-0.032617,0.457615,0.902927,-0.035572,0.307203,0.890764,-0.033126,0.366696,0.910155,-0.042958,0.403478,0.918417,-0.045333,0.431974,0.921976,-0.047564,0.28772,0.919482,-0.046639,0.33188,0.936929,-0.054906,0.360122,0.940604,-0.05683,0.384053,0.942759,-0.05843,0.721302,0.835742,0,0.671779,0.80549,0.005524,0.625598,0.812145,0.001873,0.58769,0.825006,-0.003637,0.55659,0.82959,-0.009846,0.602087,0.847418,-0.012903,0.539969,0.874202,-0.023285,0.501983,0.889282,-0.027699,0.471867,0.898923,-0.030859,0.608847,0.875714,-0.024975,0.541625,0.901767,-0.03512,0.49895,0.910407,-0.038705,0.464323,0.913081,-0.042234,0.621518,0.904143,-0.036179,0.559868,0.928899,-0.04655,0.521832,0.936173,-0.050734,0.490831,0.93836,-0.054739,0.640214,0.92976,-0.047005,0.597573,0.95387,-0.056888,0.569108,0.965084,-0.060959,0.543631,0.973213,-0.064347,0,0,0,0,1,0,0,0,0,0
244,'2021/12/08 18:18:37:809',5,0.20985,0.829173,0,0.258635,0.812056,0.012479,0.307508,0.82175,0.011885,0.345359,0.837064,0.00766,0.37685,0.842151,0.003006,0.326361,0.837318,-0.003924,0.382306,0.860138,-0.01395,0.418766,0.872437,-0.018471,0.447476,0.880372,-0.021143,0.318057,0.860719,-0.019292,0.382203,0.881719,-0.030136,0.423215,0.89448,-0.034048,0.455938,0.902133,-0.037155,0.304828,0.88785,-0.033624,0.365341,0.908551,-0.043994,0.403103,0.918007,-0.046572,0.432273,0.922583,-0.048893,0.286236,0.916791,-0.047154,0.331716,0.935378,-0.055762,0.361043,0.940103,-0.057832,0.385721,0.943194,-0.059557,0.721134,0.834187,0,0.672934,0.806166,0.003957,0.627207,0.812886,-0.000532,0.589322,0.825818,-0.006761,0.557309,0.831685,-0.013965,0.603513,0.848704,-0.015505,0.541295,0.874444,-0.027185,0.503338,0.888654,-0.032814,0.472637,0.897993,-0.036988,0.610301,0.875785,-0.027579,0.542578,0.899824,-0.039586,0.499138,0.908065,-0.045265,0.463069,0.910656,-0.050439,0.622999,0.903805,-0.03884,0.560391,0.927339,-0.051235,0.5222,0.93511,-0.057845,0.490755,0.937713,-0.063573,0.641651,0.929868,-0.04968,0.598282,0.953063,-0.061508,0.569805,0.965046,-0.067449,0.54446,0.973775,-0.072323,0,0,0,0,1,0,0,0,0,0
245,'2021/12/08 18:18:37:857',5,0.21204,0.829093,0,0.261352,0.812319,0.011684,0.30928,0.822315,0.009239,0.345707,0.837683,0.003249,0.376953,0.843233,-0.003353,0.327643,0.837349,-0.010248,0.386042,0.860845,-0.022444,0.425379,0.874468,-0.028319,0.455797,0.883347,-0.031878,0.318135,0.860556,-0.026157,0.384561,0.882772,-0.039628,0.427497,0.896758,-0.044506,0.461844,0.904989,-0.048157,0.303345,0.887128,-0.040625,0.365434,0.908986,-0.052823,0.4041,0.919653,-0.055648,0.433602,0.92469,-0.058081,0.283396,0.915019,-0.054216,0.329973,0.934453,-0.06399,0.360135,0.940038,-0.066126,0.385009,0.943309,-0.067919,0.721393,0.834829,0,0.67403,0.805334,0.003714,0.627755,0.81212,-0.000588,0.589318,0.825599,-0.006315,0.557138,0.831952,-0.012653,0.603677,0.846302,-0.014734,0.541424,0.874304,-0.025443,0.50364,0.890195,-0.02996,0.473459,0.900408,-0.033183,0.610258,0.87451,-0.025775,0.54273,0.901724,-0.036431,0.5001,0.910733,-0.040439,0.465242,0.913505,-0.04417,0.622603,0.90303,-0.036038,0.560592,0.928907,-0.047113,0.522228,0.936287,-0.052164,0.490633,0.938581,-0.056548,0.640803,0.928976,-0.045951,0.597498,0.953871,-0.056421,0.568829,0.965674,-0.06125,0.542985,0.974137,-0.065085,0,0,0,0,1,0,0,0,0,0
246,'2021/12/08 18:18:37:904',5,0.212499,0.830505,0,0.262445,0.812552,0.011181,0.310637,0.822705,0.008898,0.34782,0.838342,0.003099,0.379669,0.843988,-0.0032,0.329313,0.840776,-0.008196,0.386902,0.862573,-0.020032,0.426388,0.874703,-0.026103,0.45738,0.882691,-0.029841,0.320403,0.864219,-0.023623,0.385299,0.884953,-0.036438,0.428172,0.89803,-0.041583,0.462506,0.905886,-0.045536,0.30625,0.890791,-0.037851,0.366703,0.910359,-0.049493,0.404852,0.919233,-0.052566,0.43389,0.92313,-0.055229,0.286703,0.918358,-0.051358,0.332365,0.936007,-0.060635,0.361674,0.939916,-0.062788,0.385656,0.94187,-0.064616,0.720206,0.830548,0,0.670856,0.806165,0.007165,0.625485,0.813483,0.003401,0.588659,0.825755,-0.002797,0.557822,0.830874,-0.010248,0.602182,0.843527,-0.015135,0.540319,0.87091,-0.027909,0.50219,0.886256,-0.034232,0.471091,0.896111,-0.038908,0.609886,0.869465,-0.029364,0.542408,0.896977,-0.043024,0.498238,0.907662,-0.049563,0.461592,0.911629,-0.055224,0.623862,0.897301,-0.042452,0.561901,0.924156,-0.056049,0.523355,0.934245,-0.063066,0.491256,0.938179,-0.068948,0.643655,0.924212,-0.054764,0.601154,0.950083,-0.067485,0.571621,0.964256,-0.073866,0.544974,0.974654,-0.079011,0,0,0,0,1,0,0,0,0,0
247,'2021/12/08 18:18:37:965',5,0.210542,0.829694,0,0.259444,0.81245,0.01255,0.308289,0.822719,0.01198,0.345393,0.838368,0.007468,0.376535,0.844168,0.002524,0.328638,0.839132,-0.00271,0.384841,0.860192,-0.013093,0.422765,0.872667,-0.018512,0.453001,0.881653,-0.021937,0.320536,0.861798,-0.018401,0.38394,0.880593,-0.029591,0.425125,0.893669,-0.034268,0.458133,0.901873,-0.037962,0.306852,0.888472,-0.033176,0.36596,0.906261,-0.043918,0.40307,0.914652,-0.046857,0.43196,0.918177,-0.049408,0.287203,0.917111,-0.047238,0.331302,0.935139,-0.05611,0.359931,0.93987,-0.058325,0.384194,0.942639,-0.060152,0.718412,0.831264,0,0.669633,0.803982,0.00496,0.624116,0.81262,0.001306,0.586899,0.826251,-0.004096,0.555766,0.830321,-0.01025,0.600856,0.847045,-0.012857,0.540616,0.873406,-0.0232,0.504131,0.888229,-0.027519,0.474818,0.897974,-0.03062,0.608394,0.875259,-0.024648,0.54263,0.90064,-0.034989,0.501371,0.909125,-0.038763,0.467431,0.911712,-0.042358,0.621219,0.903375,-0.035659,0.559908,0.927653,-0.0464,0.522497,0.934553,-0.050885,0.49163,0.936204,-0.05498,0.63966,0.92863,-0.046285,0.596536,0.952628,-0.056543,0.567919,0.963662,-0.060982,0.54187,0.971301,-0.0646,0,0,0,0,1,0,0,0,0,0
248,'2021/12/08 18:18:38:012',5,0.211218,0.829621,0,0.260896,0.812564,0.011298,0.309682,0.822923,0.009595,0.346457,0.838763,0.004159,0.377687,0.844177,-0.001733,0.329046,0.837377,-0.005921,0.385832,0.859238,-0.017561,0.424813,0.872342,-0.023802,0.455682,0.881679,-0.02772,0.320444,0.860305,-0.021539,0.384261,0.880671,-0.034179,0.426515,0.894716,-0.039505,0.461022,0.903686,-0.043619,0.30652,0.887202,-0.036192,0.365601,0.906641,-0.047927,0.403473,0.916479,-0.051244,0.433243,0.921281,-0.054033,0.286818,0.915969,-0.050209,0.331097,0.934684,-0.059664,0.359786,0.940338,-0.06204,0.383943,0.943835,-0.064014,0.716739,0.831846,0,0.66832,0.804463,0.004722,0.6234,0.813217,0.000541,0.586372,0.827008,-0.005143,0.555373,0.830735,-0.011576,0.599888,0.846538,-0.015671,0.539182,0.873754,-0.02658,0.50223,0.88909,-0.030955,0.472935,0.899182,-0.034059,0.607686,0.874936,-0.027294,0.541091,0.900553,-0.038651,0.498481,0.909483,-0.042685,0.463662,0.912574,-0.046328,0.621066,0.90308,-0.037892,0.559358,0.927595,-0.049502,0.52146,0.935285,-0.054238,0.490487,0.937674,-0.058294,0.639968,0.928549,-0.047986,0.596951,0.9528,-0.058784,0.568376,0.964558,-0.063396,0.542739,0.973042,-0.067001,0,0,0,0,1,0,0,0,0,0
249,'2021/12/08 18:18:38:071',5,0.212088,0.828234,0,0.26156,0.811783,0.011738,0.309922,0.822737,0.009772,0.346841,0.838965,0.003973,0.378313,0.844809,-0.002483,0.329021,0.838064,-0.007489,0.385667,0.859869,-0.019679,0.423551,0.871896,-0.025905,0.453918,0.879671,-0.029787,0.319851,0.86102,-0.023869,0.384168,0.882972,-0.036917,0.42529,0.895864,-0.042179,0.458888,0.903291,-0.046244,0.305136,0.887792,-0.039211,0.365367,0.909719,-0.051326,0.403007,0.919922,-0.054859,0.432416,0.924902,-0.057896,0.284574,0.916287,-0.053784,0.32956,0.935492,-0.063655,0.35856,0.940348,-0.066183,0.382816,0.943096,-0.06833,0.719104,0.831138,0,0.672157,0.805527,0.005169,0.626701,0.813993,0.000223,0.588743,0.826874,-0.00654,0.556108,0.830704,-0.014428,0.603482,0.843223,-0.018342,0.54088,0.873136,-0.031209,0.501892,0.888378,-0.037218,0.470679,0.897722,-0.041638,0.610295,0.869493,-0.031316,0.541806,0.897289,-0.045032,0.496867,0.907263,-0.051197,0.459797,0.9105,-0.05654,0.623745,0.897566,-0.043135,0.560318,0.923665,-0.056974,0.521281,0.933406,-0.064022,0.489229,0.937564,-0.069849,0.64339,0.924435,-0.054216,0.600179,0.949373,-0.066985,0.571498,0.962655,-0.073368,0.546006,0.972946,-0.078483,0,0,0,0,1,0,0,0,0,0
250,'2021/12/08 18:18:38:107',5,0.212094,0.82782,0,0.261857,0.811859,0.01253,0.309541,0.821459,0.011768,0.346231,0.836985,0.007259,0.376384,0.843065,0.002338,0.328545,0.839734,-0.00407,0.384168,0.861891,-0.01431,0.420789,0.873419,-0.018953,0.449784,0.880882,-0.021696,0.319349,0.863339,-0.0197,0.383582,0.884007,-0.030649,0.424159,0.8955,-0.034442,0.456655,0.902038,-0.037456,0.304992,0.890527,-0.034319,0.365304,0.909658,-0.044461,0.402325,0.917411,-0.046609,0.430821,0.920885,-0.048652,0.285171,0.919277,-0.048215,0.330732,0.935881,-0.056572,0.359903,0.939179,-0.058363,0.384369,0.941726,-0.059873,0.720548,0.83516,0,0.673923,0.80458,0.002475,0.627088,0.811495,-0.002038,0.588348,0.825579,-0.007445,0.556212,0.829629,-0.013385,0.603848,0.847259,-0.016425,0.540817,0.872833,-0.026259,0.502722,0.887969,-0.029829,0.472805,0.898588,-0.032327,0.610736,0.877563,-0.026177,0.543281,0.900484,-0.035616,0.501492,0.908711,-0.038273,0.468012,0.912309,-0.041047,0.622784,0.906678,-0.03505,0.560556,0.928243,-0.044869,0.522751,0.934169,-0.048488,0.491967,0.936454,-0.051974,0.640119,0.931957,-0.043685,0.595582,0.953771,-0.053102,0.567058,0.964063,-0.056911,0.541673,0.971853,-0.060008,0,0,0,0,1,0,0,0,0,0
251,'2021/12/08 18:18:38:175',5,0.213055,0.830852,0,0.26103,0.812704,0.01246,0.308472,0.822229,0.011198,0.344914,0.836624,0.006007,0.376036,0.842391,0.000235,0.33011,0.841167,-0.005638,0.387366,0.862319,-0.017144,0.425921,0.873267,-0.023277,0.456553,0.880304,-0.027189,0.321834,0.863433,-0.021772,0.385862,0.883228,-0.0341,0.427722,0.896334,-0.039555,0.46144,0.904577,-0.043884,0.307456,0.889425,-0.036789,0.367115,0.90731,-0.048229,0.404814,0.915653,-0.051859,0.43412,0.919337,-0.055053,0.286889,0.916954,-0.050995,0.330807,0.935075,-0.060342,0.359674,0.939171,-0.062888,0.384092,0.941263,-0.0651,0.717624,0.830279,0,0.669707,0.804756,0.006245,0.624487,0.81288,0.001319,0.587289,0.824526,-0.005658,0.556016,0.828004,-0.014065,0.601525,0.842425,-0.019777,0.538964,0.872121,-0.033697,0.500369,0.887518,-0.040402,0.469328,0.897016,-0.045301,0.609671,0.86777,-0.033924,0.541079,0.897652,-0.049109,0.495928,0.90808,-0.056148,0.459037,0.911446,-0.062037,0.624245,0.895282,-0.046719,0.560595,0.923553,-0.061636,0.520741,0.933869,-0.069184,0.488287,0.938026,-0.075306,0.644658,0.922022,-0.058622,0.600807,0.948238,-0.07234,0.570495,0.962617,-0.079206,0.54408,0.973575,-0.084666,0,0,0,0,1,0,0,0,0,0
252,'2021/12/08 18:18:38:231',5,0.208775,0.829924,0,0.257325,0.812293,0.011719,0.306782,0.822909,0.010932,0.34464,0.838616,0.006514,0.376588,0.843086,0.001712,0.325878,0.839985,-0.00364,0.381739,0.861237,-0.014145,0.418488,0.872567,-0.019246,0.447628,0.879523,-0.022386,0.317405,0.863093,-0.01896,0.380794,0.883047,-0.03021,0.421459,0.895528,-0.034604,0.45417,0.902694,-0.038114,0.30388,0.889425,-0.033489,0.363268,0.909283,-0.044427,0.400565,0.91877,-0.047622,0.429568,0.922975,-0.050344,0.284496,0.917268,-0.047307,0.329214,0.934879,-0.056546,0.358085,0.938778,-0.059175,0.382411,0.94067,-0.061276,0.718187,0.835578,0,0.671473,0.804281,0.003132,0.625781,0.810693,-0.00173,0.587453,0.824259,-0.007423,0.555252,0.830144,-0.013725,0.602262,0.846897,-0.018876,0.539635,0.874456,-0.02956,0.499822,0.888894,-0.033454,0.468431,0.89722,-0.036186,0.608958,0.876793,-0.029092,0.540597,0.901367,-0.040328,0.495523,0.907628,-0.043612,0.458979,0.907592,-0.046649,0.621159,0.905351,-0.038078,0.558379,0.929736,-0.049448,0.519575,0.935313,-0.053298,0.488254,0.935897,-0.056715,0.638847,0.930121,-0.046621,0.595163,0.954606,-0.05698,0.5666,0.965839,-0.060915,0.541072,0.973475,-0.064006,0,0,0,0,1,0,0,0,0,0
253,'2021/12/08 18:18:38:277',5,0.210947,0.830794,0,0.259388,0.811795,0.010211,0.307626,0.820547,0.008388,0.344795,0.83562,0.003476,0.375962,0.840314,-0.001667,0.327,0.837868,-0.007027,0.384437,0.860295,-0.017481,0.42269,0.872357,-0.022328,0.452528,0.880524,-0.02522,0.317931,0.862707,-0.021173,0.382706,0.883063,-0.032531,0.42427,0.895026,-0.036526,0.457461,0.902063,-0.039634,0.304125,0.890433,-0.034246,0.364311,0.909274,-0.044816,0.402066,0.917715,-0.047271,0.43098,0.921503,-0.049388,0.285276,0.919256,-0.046697,0.330838,0.935999,-0.055218,0.360062,0.940126,-0.05716,0.384265,0.94283,-0.058726,0.717257,0.832818,0,0.66924,0.805522,0.005089,0.624376,0.812244,0.001049,0.587112,0.825007,-0.004621,0.556136,0.830234,-0.010981,0.600906,0.84587,-0.014887,0.538899,0.873157,-0.025676,0.500732,0.888509,-0.030201,0.470254,0.898515,-0.033443,0.6078,0.874032,-0.02674,0.540201,0.89997,-0.037522,0.497001,0.908953,-0.041179,0.461643,0.912032,-0.04473,0.620453,0.903229,-0.03761,0.558698,0.927407,-0.04821,0.520736,0.935244,-0.052216,0.489844,0.937874,-0.056139,0.638891,0.930506,-0.048105,0.595073,0.953702,-0.058134,0.566688,0.964847,-0.06218,0.541355,0.973106,-0.06557,0,0,0,0,1,0,0,0,0,0
254,'2021/12/08 18:18:38:324',5,0.208983,0.830135,0,0.257332,0.812216,0.013496,0.305415,0.822547,0.012665,0.342404,0.83824,0.007864,0.374018,0.844689,0.002268,0.324827,0.83866,-0.00574,0.382091,0.85925,-0.016378,0.420848,0.872621,-0.021693,0.451578,0.88206,-0.024998,0.316978,0.862141,-0.021789,0.382441,0.882463,-0.033457,0.42447,0.896307,-0.038064,0.457975,0.904613,-0.041628,0.303472,0.889346,-0.036441,0.364639,0.909943,-0.047492,0.402349,0.920262,-0.050617,0.431279,0.924847,-0.053296,0.284502,0.91845,-0.050081,0.33032,0.936882,-0.059107,0.359384,0.940966,-0.061324,0.383502,0.942533,-0.063204,0.718207,0.835875,0,0.671882,0.806005,0.002469,0.625554,0.812101,-0.002374,0.586984,0.825161,-0.008217,0.554733,0.830285,-0.014665,0.601472,0.848431,-0.016986,0.538699,0.873862,-0.027672,0.500495,0.888815,-0.032011,0.470264,0.898743,-0.035129,0.608425,0.877259,-0.027181,0.540533,0.901696,-0.038071,0.497977,0.910344,-0.042049,0.463379,0.913699,-0.04571,0.620972,0.905525,-0.036486,0.558568,0.928967,-0.048034,0.520749,0.936173,-0.053182,0.48958,0.939001,-0.057471,0.639046,0.930898,-0.045417,0.595543,0.953185,-0.056163,0.567354,0.964109,-0.061036,0.542078,0.972335,-0.064848,0,0,0,0,1,0,0,0,0,0
255,'2021/12/08 18:18:38:361',5,0.209691,0.828744,0,0.25871,0.812205,0.011692,0.30754,0.822272,0.010755,0.344839,0.837711,0.006293,0.375594,0.842401,0.001529,0.326788,0.838161,-0.004806,0.383699,0.859784,-0.01488,0.421487,0.873052,-0.01951,0.451153,0.882504,-0.02225,0.317674,0.861303,-0.019742,0.382021,0.881873,-0.03068,0.422929,0.895495,-0.034335,0.455623,0.904023,-0.037169,0.303498,0.888368,-0.03364,0.363301,0.908395,-0.043942,0.400515,0.918409,-0.045953,0.429169,0.923119,-0.04776,0.283897,0.91765,-0.04686,0.329381,0.935933,-0.055308,0.358595,0.940508,-0.057057,0.383077,0.943119,-0.058435,0.718344,0.835846,0,0.671983,0.805814,0.002382,0.625645,0.812118,-0.002511,0.586993,0.825383,-0.008354,0.554693,0.830213,-0.01479,0.601521,0.848622,-0.017266,0.538637,0.874096,-0.027915,0.500328,0.888974,-0.032136,0.470007,0.898792,-0.035153,0.608571,0.877627,-0.02737,0.540517,0.902108,-0.038183,0.497899,0.910478,-0.041956,0.463295,0.913471,-0.045448,0.62115,0.905919,-0.036561,0.558619,0.929504,-0.047983,0.520738,0.936423,-0.052852,0.489562,0.938918,-0.056949,0.639212,0.931178,-0.045395,0.595483,0.953452,-0.056007,0.567148,0.964105,-0.06068,0.541762,0.971985,-0.064331,0,0,0,0,1,0,0,0,0,0
256,'2021/12/08 18:18:38:409',5,0.210184,0.830647,0,0.259241,0.812479,0.011493,0.307593,0.822497,0.010363,0.344975,0.838079,0.005716,0.376418,0.843624,0.000788,0.326849,0.839242,-0.004469,0.383629,0.860721,-0.0146,0.421667,0.872895,-0.019478,0.451641,0.881358,-0.022463,0.318295,0.862855,-0.019413,0.382446,0.882932,-0.03037,0.423882,0.895757,-0.03446,0.457233,0.903633,-0.037718,0.304758,0.889861,-0.033386,0.364187,0.908969,-0.043737,0.401599,0.918163,-0.04628,0.430535,0.922554,-0.048541,0.285714,0.918505,-0.046701,0.330674,0.935883,-0.05518,0.359495,0.940441,-0.057201,0.383558,0.943358,-0.058858,0.718764,0.835167,0,0.67065,0.806371,0.004625,0.62459,0.812559,0.000597,0.586699,0.824922,-0.004946,0.555265,0.830113,-0.011194,0.601318,0.846864,-0.014616,0.539366,0.874083,-0.025173,0.500712,0.889241,-0.029721,0.469916,0.898924,-0.032985,0.608159,0.875308,-0.026041,0.541137,0.901456,-0.03656,0.497766,0.910189,-0.040341,0.462529,0.912943,-0.043969,0.620489,0.904203,-0.036518,0.559047,0.928746,-0.047076,0.52065,0.935938,-0.051354,0.489349,0.938011,-0.055393,0.638443,0.93066,-0.046638,0.59462,0.954364,-0.056625,0.566095,0.965376,-0.060786,0.540644,0.973176,-0.064244,0,0,0,0,1,0,0,0,0,0
257,'2021/12/08 18:18:38:457',5,0.208184,0.830064,0,0.256795,0.812337,0.010895,0.305601,0.822616,0.009289,0.343557,0.838634,0.004297,0.37563,0.845346,-0.001187,0.324062,0.842002,-0.00655,0.381053,0.861328,-0.017688,0.41916,0.871629,-0.023239,0.449537,0.878261,-0.026628,0.315683,0.865462,-0.02151,0.380847,0.884784,-0.033342,0.423118,0.896159,-0.038234,0.456925,0.902658,-0.042122,0.30214,0.891782,-0.035498,0.362865,0.911097,-0.046693,0.401089,0.919642,-0.050276,0.430534,0.923617,-0.053297,0.283071,0.919081,-0.04878,0.328236,0.936132,-0.057945,0.357579,0.939858,-0.060606,0.381937,0.942237,-0.062805,0.717036,0.832189,0,0.669903,0.804482,0.004164,0.623963,0.811881,-0.000368,0.585807,0.824564,-0.006348,0.553726,0.829181,-0.013118,0.601073,0.845432,-0.016541,0.538048,0.872914,-0.027814,0.499824,0.888518,-0.032515,0.469512,0.898578,-0.035939,0.608332,0.873285,-0.028232,0.53967,0.900196,-0.039724,0.496253,0.909151,-0.044052,0.460951,0.911864,-0.0481,0.621394,0.901946,-0.038942,0.557838,0.927602,-0.05066,0.51946,0.934919,-0.055721,0.488053,0.936902,-0.06024,0.6402,0.928225,-0.049179,0.596017,0.952563,-0.060166,0.566771,0.963924,-0.065088,0.540534,0.97206,-0.069114,0,0,0,0,1,0,0,0,0,0
258,'2021/12/08 18:18:38:513',5,0.208065,0.831212,0,0.258557,0.812751,0.012905,0.307188,0.82331,0.012032,0.344901,0.838337,0.007474,0.376885,0.842305,0.00257,0.324748,0.84075,-0.004634,0.381648,0.861269,-0.015,0.419686,0.87144,-0.019865,0.449817,0.877906,-0.022775,0.316032,0.863782,-0.020214,0.381217,0.883582,-0.031412,0.422836,0.895196,-0.035429,0.456187,0.902081,-0.038647,0.302414,0.890423,-0.034622,0.363455,0.908865,-0.045044,0.401649,0.916799,-0.047419,0.431168,0.920501,-0.049653,0.283719,0.918405,-0.048173,0.32939,0.935855,-0.056569,0.359003,0.940418,-0.058446,0.383914,0.943786,-0.060113,0.717355,0.840384,0,0.670322,0.805954,0.002711,0.624439,0.811957,-0.002189,0.585863,0.826251,-0.007728,0.553963,0.830867,-0.013825,0.601586,0.849706,-0.020024,0.538178,0.877006,-0.030127,0.499615,0.891683,-0.033168,0.469497,0.901014,-0.035171,0.608362,0.88073,-0.029621,0.538776,0.904833,-0.039906,0.494394,0.911134,-0.042055,0.459018,0.911705,-0.044244,0.620137,0.909719,-0.037906,0.555995,0.932267,-0.048108,0.517625,0.937037,-0.050765,0.487304,0.937305,-0.053485,0.636903,0.934327,-0.04582,0.591529,0.956222,-0.055067,0.563214,0.965874,-0.058035,0.538642,0.972416,-0.060483,0,0,0,0,1,0,0,0,0,0
259,'2021/12/08 18:18:38:587',5,0.21053,0.832501,0,0.259708,0.813256,0.012914,0.307387,0.822008,0.011958,0.344354,0.83615,0.007297,0.375649,0.841058,0.002088,0.326642,0.840645,-0.006071,0.384511,0.861397,-0.016474,0.422813,0.873465,-0.021167,0.452618,0.881812,-0.023946,0.317986,0.864561,-0.021748,0.38354,0.884778,-0.03312,0.4251,0.897721,-0.036858,0.458065,0.905891,-0.039759,0.30392,0.891479,-0.036106,0.365058,0.910527,-0.0467,0.402819,0.919803,-0.048918,0.431274,0.924593,-0.050915,0.28453,0.919695,-0.049566,0.330415,0.936472,-0.058166,0.359725,0.940306,-0.059891,0.383539,0.942798,-0.061319,0.715634,0.83105,0,0.667799,0.806083,0.007075,0.623258,0.812844,0.003196,0.586786,0.824339,-0.003054,0.556174,0.829154,-0.010615,0.597686,0.843504,-0.015739,0.535915,0.873236,-0.02846,0.497471,0.888959,-0.034677,0.466367,0.898871,-0.039279,0.605209,0.869451,-0.029972,0.537669,0.89779,-0.043757,0.494039,0.908477,-0.050016,0.458048,0.912604,-0.055389,0.619664,0.897156,-0.043084,0.557483,0.923363,-0.057078,0.519637,0.933585,-0.064138,0.48839,0.938174,-0.069886,0.640424,0.923964,-0.0554,0.597866,0.949355,-0.068477,0.568858,0.964446,-0.075056,0.543019,0.976675,-0.080253,0,0,0,0,1,0,0,0,0,0
